GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GUENGL;1;0.13;PROVISIONAL;2019-05-27 15:05
NA;1;0.13;PROVISIONAL;2019-05-27 15:05
Others;1;0.13;PROVISIONAL;2019-05-27 15:05
