GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;3;0.4;PROVISIONAL;2019-05-28 14:38
SD;2;0.27;PROVISIONAL;2019-05-28 14:38
ECR;1;0.13;PROVISIONAL;2019-05-28 14:38
ALDE;2;0.27;PROVISIONAL;2019-05-28 14:38
GREENSEFA;2;0.27;PROVISIONAL;2019-05-28 14:38
Others;1;0.13;PROVISIONAL;2019-05-28 14:38
