GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;8;1.07;PROVISIONAL;2019-06-06 12:05
SD;2;0.27;PROVISIONAL;2019-06-06 12:05
ECR;1;0.13;PROVISIONAL;2019-06-06 12:05
GUENGL;6;0.8;PROVISIONAL;2019-06-06 12:05
NA;4;0.53;PROVISIONAL;2019-06-06 12:05
