GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;17;2.26;PROVISIONAL;2019-05-29 11:55
SD;8;1.07;PROVISIONAL;2019-05-29 11:55
ECR;26;3.46;PROVISIONAL;2019-05-29 11:55
