GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;29;3.86;PROVISIONAL;2019-06-06 12:05
SD;16;2.13;PROVISIONAL;2019-06-06 12:05
ECR;1;0.13;PROVISIONAL;2019-06-06 12:05
ALDE;7;0.93;PROVISIONAL;2019-06-06 12:05
GUENGL;5;0.67;PROVISIONAL;2019-06-06 12:05
GREENSEFA;24;3.2;PROVISIONAL;2019-06-06 12:05
EFDD;11;1.46;PROVISIONAL;2019-06-06 12:05
NA;1;0.13;PROVISIONAL;2019-06-06 12:05
Others;2;0.27;PROVISIONAL;2019-06-06 12:05
