GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
SD;2;0.27;PROVISIONAL;2019-05-26 23:51
ALDE;3;0.4;PROVISIONAL;2019-05-26 23:51
Others;1;0.13;PROVISIONAL;2019-05-26 23:51
