GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;2;0.27;PROVISIONAL;2019-05-26 23:51
SD;1;0.13;PROVISIONAL;2019-05-26 23:51
ECR;3;0.4;PROVISIONAL;2019-05-26 23:51
ALDE;2;0.27;PROVISIONAL;2019-05-26 23:51
GREENSEFA;1;0.13;PROVISIONAL;2019-05-26 23:51
ENF;3;0.4;PROVISIONAL;2019-05-26 23:51
