GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;7;0.93;PROVISIONAL;2019-05-27 10:18
SD;5;0.67;PROVISIONAL;2019-05-27 10:18
ECR;2;0.27;PROVISIONAL;2019-05-27 10:18
ALDE;3;0.4;PROVISIONAL;2019-05-27 10:18
