GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;4;0.53;PROVISIONAL;2019-05-27 01:28
SD;6;0.8;PROVISIONAL;2019-05-27 01:28
ECR;5;0.67;PROVISIONAL;2019-05-27 01:28
ALDE;6;0.8;PROVISIONAL;2019-05-27 01:28
GUENGL;1;0.13;PROVISIONAL;2019-05-27 01:28
GREENSEFA;3;0.4;PROVISIONAL;2019-05-27 01:28
Others;1;0.13;PROVISIONAL;2019-05-27 01:28
