GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;3;0.4;PROVISIONAL;2019-05-26 21:19
SD;2;0.27;PROVISIONAL;2019-05-26 21:19
ECR;2;0.27;PROVISIONAL;2019-05-26 21:19
ALDE;3;0.4;PROVISIONAL;2019-05-26 21:19
GUENGL;1;0.13;PROVISIONAL;2019-05-26 21:19
GREENSEFA;2;0.27;PROVISIONAL;2019-05-26 21:19
