GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;12;1.6;PROVISIONAL;2019-05-28 14:38
SD;20;2.66;PROVISIONAL;2019-05-28 14:38
ALDE;8;1.07;PROVISIONAL;2019-05-28 14:38
GUENGL;6;0.8;PROVISIONAL;2019-05-28 14:38
GREENSEFA;3;0.4;PROVISIONAL;2019-05-28 14:38
Others;5;0.67;PROVISIONAL;2019-05-28 14:38
