GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;4;0.53;PROVISIONAL;2019-06-05 17:03
SD;3;0.4;PROVISIONAL;2019-06-05 17:03
ECR;2;0.27;PROVISIONAL;2019-06-05 17:03
ALDE;2;0.27;PROVISIONAL;2019-06-05 17:03
Others;2;0.27;PROVISIONAL;2019-06-05 17:03
