GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;2;0.27;ESTIMATE;2019-05-26 18:07
SD;2;0.27;ESTIMATE;2019-05-26 18:07
GUENGL;2;0.27;ESTIMATE;2019-05-26 18:07
