GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;7;0.93;PROVISIONAL;2019-05-27 01:28
SD;5;0.67;PROVISIONAL;2019-05-27 01:28
ALDE;1;0.13;PROVISIONAL;2019-05-27 01:28
GREENSEFA;2;0.27;PROVISIONAL;2019-05-27 01:28
ENF;3;0.4;PROVISIONAL;2019-05-27 01:28
